1,85509.1
2,42698.1
3,28511.2
4,21771.8
5,18577.5
6,29649.1
7,12571.8
8,13096.4
9,9500.91
10,8580.44
11,7816.95
12,7147.51
13,6615.42
14,6140.92
15,5794.11
16,5366.68
17,5077.56
18,4802.61
19,4516.84
20,4318.93
21,4251.85
22,3958.85
23,3859.63
